,clust,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Education,Vehicle Size
426,2,10364.34749,58327,129,31,5,0,3,347.075948,4,1
427,2,7851.901368000001,25950,66,27,1,0,2,271.69752900000003,4,1
428,2,4772.943848,20993,133,35,90,0,1,638.4,3,1
429,0,14226.50485,65726,177,35,90,0,7,849.6,3,1
430,1,4031.104947,0,63,35,59,3,3,639.4589900000001,1,0
431,1,2794.9074760000003,39783,72,28,43,0,1,345.6,1,1
432,1,4362.931238,58842,110,6,74,0,1,528.0,1,1
433,2,9624.524417,25629,124,3,70,2,6,595.2,4,1
434,1,5015.009472,48567,130,12,15,0,1,624.0,0,1
435,0,6948.422239,0,196,0,73,2,1,1337.063487,2,0
436,1,2896.918767,33746,74,1,6,1,1,355.2,1,1
437,1,21903.91364,22254,79,22,75,0,2,125.19438899999999,0,0
438,2,9028.821403,65974,113,3,43,0,3,235.220971,3,1
439,1,5303.759534000001,0,76,18,63,0,3,395.34111,1,0
440,1,4165.354461,17161,113,1,22,1,1,542.4,1,2
441,2,5123.768112,0,74,1,62,0,7,772.7985110000001,3,1
442,0,9492.342964,0,132,9,85,0,6,633.6,1,1
443,2,8204.863191,0,73,9,14,0,2,350.4,3,1
444,1,9877.295699,67752,131,4,40,4,9,168.517149,1,2
445,1,4815.009736,25398,64,30,80,0,6,307.2,0,1
446,2,6277.011679,0,88,30,19,0,4,633.6,3,1
447,2,8260.639809,33321,105,6,2,0,3,504.0,3,1
448,1,2549.450038,0,78,13,32,0,1,845.654042,0,2
449,1,4502.679656,68798,114,19,69,0,1,92.915251,0,1
450,1,3803.9217810000005,20325,100,4,6,0,1,668.2939700000001,0,1
451,1,8635.4035,13129,117,15,93,0,6,700.9016320000001,0,1
452,2,5510.558964,0,73,24,57,0,4,525.6,3,0
453,2,3585.884123,49080,91,14,68,0,1,25.299,4,2
454,1,4889.25278,42536,63,30,57,0,6,375.330097,1,1
455,1,2756.941661,29926,74,25,34,0,1,418.23366699999997,0,1
456,2,3289.547398,0,86,5,55,0,1,398.240791,2,1
457,0,10937.1785,21450,138,15,35,0,4,938.513425,0,1
458,2,7375.567916,33345,65,32,52,0,2,338.619869,3,1
459,1,10110.77818,15752,90,27,37,0,2,339.344531,0,0
460,2,5119.414293,40169,65,1,47,1,3,302.818833,3,1
461,1,8533.832013,26049,113,10,15,1,9,619.165344,1,1
462,1,2224.768,0,68,3,4,0,1,326.4,1,1
463,2,8042.803784000001,55411,100,24,53,0,4,259.561195,2,1
464,1,2554.437138,12459,70,4,41,0,1,336.0,1,2
465,1,18073.93999,64620,76,24,32,1,2,364.8,0,2
466,1,2430.506586,83140,61,25,70,0,1,179.161843,0,1
467,1,3167.6584420000004,0,92,20,50,0,1,662.4,0,1
468,1,5465.603983,54422,68,9,8,0,5,75.501852,0,1
469,1,10357.514220000001,68309,131,4,67,0,9,306.983596,1,2
470,2,2537.813878,56621,65,27,36,2,1,84.026848,3,1
471,1,2821.947219,38977,70,27,22,0,1,139.489926,1,1
472,1,7757.128145999999,0,111,32,13,0,3,607.4459,0,1
473,2,4079.1326670000003,0,114,12,43,0,1,631.124372,3,1
474,1,5955.544552,0,83,35,87,0,8,628.023494,1,1
475,1,14158.613640000001,83235,70,16,33,0,2,336.0,0,1
476,1,8487.238032,0,74,7,93,0,2,426.655599,1,1
477,1,6285.476868,32390,80,20,36,0,8,91.417923,1,1
478,2,11473.48149,66538,95,14,64,0,2,317.844812,3,1
479,1,2310.882998,0,64,12,24,0,1,460.8,0,1
480,1,23594.6802,76358,66,25,3,0,2,86.46158199999999,0,1
481,2,2514.59196,43860,65,15,58,0,1,156.124914,3,1
482,1,5380.898636,55350,67,0,13,0,9,321.6,1,1
483,1,4770.550911,12964,65,2,37,0,4,362.77454500000005,1,1
484,2,6756.651404000001,33288,86,1,27,2,9,221.85618399999998,4,1
485,1,5936.011772999999,0,84,31,25,0,3,980.169081,1,1
486,1,3570.760509,56168,88,13,20,0,1,614.6759059999999,0,2
487,1,6019.960469,0,92,3,28,0,4,662.4,1,1
488,2,5426.863953,23105,69,15,21,0,3,331.2,3,2
489,2,2730.313804,36218,68,6,83,0,1,145.25216799999998,4,0
490,2,4982.681374,52275,62,6,88,0,5,374.240783,3,1
491,1,8769.266756,49665,74,5,51,0,2,355.2,1,0
492,2,4220.613534,32471,110,0,87,0,1,528.0,3,1
493,2,11537.505070000001,0,86,12,89,1,2,619.2,3,1
494,2,5887.182043,62773,73,19,57,0,9,80.669257,4,1
495,1,4700.5837710000005,76694,117,34,23,0,1,561.6,1,1
496,0,10963.95723,55687,276,33,91,0,1,1324.8,3,1
497,2,2523.171245,0,70,20,81,0,1,504.0,3,2
498,2,3757.8047159999996,36633,96,20,61,1,1,460.8,2,1
499,2,12941.73353,77060,106,23,90,0,2,468.566133,3,1
500,1,3764.465074,92600,94,9,48,0,1,842.43785,0,2
501,2,6889.557028,0,66,2,75,0,2,475.2,3,2
502,0,3623.4541979999995,0,111,6,24,2,1,1171.9311699999998,1,1
503,1,7582.113842,64801,64,23,19,0,2,268.471802,1,1
504,1,8277.745579999999,45257,103,33,90,0,4,494.4,1,1
505,2,2576.4555969999997,26854,66,31,70,0,1,475.2,3,2
506,1,8205.387936,85840,102,14,79,2,4,138.722385,1,1
507,2,19582.46887,26463,72,28,93,0,2,345.6,2,1
508,1,6481.526576,30689,81,23,51,0,5,467.24802,0,1
509,2,2599.310879,29590,66,17,18,0,1,467.503236,3,2
510,0,9830.337629000001,25965,253,15,59,0,1,1214.4,1,1
511,0,10442.65139,17269,139,3,31,0,5,667.2,0,2
512,0,36057.537019999996,90330,137,0,86,3,2,192.085299,1,1
513,2,8470.036773,0,113,34,5,0,8,619.973889,3,1
514,0,8278.786492,0,110,20,66,0,7,1002.7825529999999,3,1
515,2,4788.932597999999,0,67,2,49,1,3,321.6,3,1
516,1,3087.999917,18558,80,17,23,0,1,384.0,0,1
517,1,4443.736209000001,46384,113,33,93,0,1,251.77457400000003,0,1
518,2,7984.086473,0,72,1,77,0,2,866.2083210000001,3,0
519,0,7180.971028,42303,180,24,66,0,1,1210.920949,1,1
520,0,15656.03434,71731,130,12,50,0,2,599.648466,0,1
521,2,5780.182197,51066,74,23,0,0,8,787.993313,3,1
522,0,20714.940430000002,0,203,20,66,0,2,2027.7244420000002,1,2
523,1,5337.352409,0,86,19,93,3,5,619.2,0,2
524,1,5050.826183,0,69,16,45,0,6,72.852047,1,1
525,2,5116.624022,26173,68,2,10,1,9,449.81967099999997,3,1
526,1,7268.7369579999995,24445,63,18,15,0,2,302.4,0,1
527,1,2616.613903,72302,66,6,27,0,1,316.8,1,1
528,2,3738.436222,27208,102,10,65,0,1,489.6,3,1
529,2,2725.356404,36650,69,2,70,1,1,56.60333000000001,4,0
530,1,5453.861203,30855,68,7,15,0,7,259.060862,1,1
531,1,6846.150323000001,0,95,13,20,0,5,456.0,0,0
532,2,6172.914199,99960,76,19,83,0,4,364.8,4,2
533,1,10346.324540000001,0,98,1,15,0,2,470.4,0,0
534,1,6997.008618000001,55873,88,30,19,0,6,299.356083,0,2
535,2,4196.257691,18052,111,5,71,0,1,699.1679,3,1
536,2,7858.1097629999995,28937,104,28,23,2,6,117.959654,3,1
537,2,6064.343994,0,86,34,80,0,5,545.2403410000001,3,1
538,1,17497.52201,0,73,9,94,0,2,350.4,1,1
539,2,8970.647312000001,12829,118,33,1,0,9,328.231432,2,1
540,2,5923.1172289999995,92163,73,3,79,0,6,66.56864200000001,4,1
541,0,35850.59935,17588,192,24,92,0,2,1382.4,3,1
542,2,4331.460674,82302,106,11,92,0,1,722.178166,3,1
543,0,13309.33517,0,127,19,40,0,2,609.6,1,1
544,2,4528.50489,70340,113,5,56,0,1,542.4,3,2
545,2,2791.9065140000002,0,74,35,59,0,1,532.8,3,2
546,1,8092.87696,50825,102,3,46,0,3,369.614729,1,1
547,1,7996.007479999999,93459,99,9,85,0,5,655.41333,1,1
548,1,5129.7389920000005,86148,65,19,51,2,4,312.0,0,2
549,1,5697.175238000001,27048,72,5,85,0,4,345.6,0,1
550,1,9217.130629000001,73259,115,7,31,0,4,673.34265,1,1
551,0,10208.927609999999,35482,129,21,59,0,3,619.2,1,1
552,2,4170.6873479999995,29462,107,28,23,1,1,513.6,4,0
553,1,4505.405812,67801,115,12,45,1,1,23.810491,1,1
554,2,3107.568648,0,94,34,59,4,1,451.2,3,1
555,2,5528.664986,16042,73,33,58,0,9,350.4,3,1
556,2,5045.866663000001,28056,64,32,41,1,8,307.2,3,1
557,2,2962.722482,16495,85,25,75,3,1,408.0,3,1
558,2,8665.956372,41163,108,11,66,0,3,231.922173,4,2
559,0,11413.44115,0,161,3,71,1,9,772.8,1,2
560,1,15488.43196,33799,109,28,52,3,2,664.980242,0,2
561,1,6048.574243,0,61,17,71,3,2,292.8,1,1
562,1,5934.741492,87747,147,3,87,1,1,46.492039,0,2
563,1,3543.2321380000003,35695,90,2,7,0,1,432.0,1,1
564,2,3490.028304,90985,87,33,39,0,1,78.085149,4,1
565,1,3683.0998640000003,0,101,19,16,0,1,564.466556,1,1
566,0,5989.773931000001,66839,154,33,24,0,1,739.2,1,1
567,0,12500.84302,0,165,16,43,0,3,792.0,3,1
568,1,8609.158215000001,79090,107,2,74,0,3,289.040734,0,1
569,1,2497.45507,24825,64,34,44,0,1,155.938593,0,1
570,1,7019.177186,26806,63,32,19,0,2,302.4,1,1
571,1,5387.926265,56835,67,25,16,0,3,326.549425,1,2
572,1,6165.557517,0,88,12,54,0,6,653.6566799999999,0,2
573,1,2730.2029399999997,46135,69,12,68,0,1,103.935601,0,1
574,1,5162.116943999999,0,73,21,87,0,4,809.532341,0,2
575,2,7937.064822,22862,67,9,40,0,2,321.6,3,1
576,2,8608.157233,21450,110,8,80,2,3,528.0,3,2
577,1,2632.545795,95854,65,16,78,0,1,312.0,0,2
578,1,7785.0042140000005,44897,99,22,46,1,7,580.7253099999999,0,2
579,2,8255.76385,54040,103,14,88,0,4,59.987126,3,1
580,2,4980.825042,53265,62,12,27,0,3,238.00507400000004,4,2
581,0,7457.237794,0,198,18,55,1,1,1577.674417,3,2
582,1,12302.76244,43817,62,25,12,1,2,245.44762200000002,0,1
583,2,6862.508337,54780,88,22,72,3,5,135.26125,3,0
584,2,9048.983447,0,119,9,8,0,3,571.2,3,1
585,1,5548.031892,67798,69,1,78,0,9,331.2,0,1
586,1,8312.681598000001,21442,118,32,84,0,3,566.4,0,1
587,1,2389.980951,27615,62,19,18,1,1,297.6,0,1
588,1,4458.113369,17622,65,1,36,1,3,312.0,0,1
589,2,5295.7417159999995,50200,135,23,98,0,1,637.063458,3,1
590,2,3839.6061170000003,0,112,3,51,2,1,537.6,2,1
591,2,3731.5045840000002,0,96,31,34,0,1,460.8,3,0
592,2,2778.903705,73570,70,0,46,1,1,75.93609599999999,4,1
593,2,4016.5419950000005,0,111,4,85,0,1,799.2,3,0
594,2,8236.917193000001,0,106,11,15,0,6,603.0581139999999,3,0
595,2,2491.317024,36631,62,30,77,0,1,67.530904,2,0
596,1,2908.8759170000003,35895,73,11,51,0,1,312.921256,1,1
597,1,4282.9479710000005,40864,109,16,70,1,1,166.937747,1,1
598,1,8341.623748,0,118,15,77,0,4,566.4,1,1
599,2,5090.781344,93018,63,5,90,0,3,135.382194,4,1
600,1,7366.1883,70014,62,6,4,0,2,17.742954,0,0
601,1,2436.8751260000004,48875,61,20,9,0,1,1.8383669999999999,1,2
602,1,8852.688689,67969,74,11,14,0,2,197.77600900000002,0,1
603,0,23875.47675,0,108,8,55,0,2,612.102262,3,1
604,2,5600.4965409999995,68665,69,33,67,0,7,331.2,2,2
605,1,4636.54647,26802,66,7,43,1,5,316.8,1,1
606,0,7573.3450569999995,0,110,6,37,0,6,1193.036154,3,0
607,0,14696.63549,45345,125,0,73,0,2,600.0,1,1
608,2,12298.6863,17101,113,1,88,0,2,542.4,3,1
609,0,7724.840065,32051,193,4,40,1,1,926.4,0,1
610,2,5946.670679,81139,74,22,69,0,3,392.6364,4,1
611,2,8000.545061,63834,100,23,19,1,3,215.226476,4,2
612,1,6457.560953,37548,81,12,9,0,3,160.59866200000002,0,1
613,2,7281.440140000001,0,69,28,28,3,2,371.803029,3,1
614,2,2592.437797,72421,65,8,23,0,1,312.0,3,2
615,2,4678.4233939999995,83102,116,15,35,0,1,443.67039900000003,4,2
616,0,13869.92705,28432,118,1,59,0,2,612.300581,1,2
617,2,8717.777831,83707,108,2,72,0,7,290.391526,4,1
618,1,5233.986808,63259,65,25,14,0,7,316.795337,1,1
619,2,4764.189722,0,67,18,73,0,8,405.527937,3,1
620,1,2472.469209,63860,62,26,81,0,1,208.598246,1,1
621,2,5608.316347999999,67176,72,20,90,0,9,345.6,3,0
622,1,5505.057003,86132,68,30,10,0,3,301.437365,1,1
623,1,2606.2085030000003,28519,66,1,56,0,1,456.47311500000006,0,0
624,2,10481.94383,39102,88,11,98,0,2,152.33856200000002,3,1
625,1,3256.766388,0,89,17,56,0,1,491.755368,0,2
626,1,30475.78048,97298,128,16,38,0,2,48.517439,1,1
627,2,6364.902164,41986,84,25,31,2,5,430.37504900000005,3,2
628,2,9468.509337000001,0,88,6,47,0,2,633.6,3,1
629,1,5631.451865999999,17291,73,3,25,0,5,350.4,1,1
630,1,7780.999262,0,74,0,52,0,2,246.489123,0,1
631,1,9816.528301999999,37256,62,15,7,0,2,128.969729,1,1
632,2,7519.133631000001,96306,95,12,17,1,6,185.355353,3,1
633,0,10179.717040000001,14290,271,20,40,0,1,1300.8,0,1
634,1,2772.8392350000004,37038,71,6,97,1,1,9.071305,1,0
635,1,4037.501846,90760,103,5,7,2,1,133.475315,1,1
636,0,21435.877819999998,20668,188,34,54,3,2,902.4,3,0
637,2,2676.867914,54480,67,19,91,0,1,321.6,3,2
638,1,2523.959554,16244,68,4,85,0,1,623.223617,1,1
639,1,6988.401604000001,22436,89,24,21,0,3,427.2,1,2
640,1,2695.963857,25544,68,18,30,0,1,326.4,0,1
641,2,2673.319593,28728,67,8,10,0,1,321.6,4,2
642,2,12157.32992,57449,103,6,28,0,2,494.4,3,1
643,2,2957.764017,83318,73,21,42,0,1,211.336937,2,1
644,2,7433.820995,55561,63,2,79,0,2,227.872071,3,1
645,1,3099.538005,0,102,18,32,5,1,862.762957,0,1
646,1,8415.684559000001,55308,107,17,74,0,6,513.6,0,1
647,1,26843.124519999998,36068,97,0,10,0,2,113.36776499999999,1,1
648,1,13057.170709999999,48804,112,1,4,1,2,537.6,0,1
649,0,9599.950239,0,131,6,52,0,6,943.2,1,2
650,1,8535.108918,55790,111,4,40,0,9,117.672722,0,1
651,1,8293.481886,70258,69,20,65,0,2,225.14594900000003,0,1
652,1,6846.150323000001,0,95,13,20,0,5,456.0,0,0
653,1,6636.859781,47274,83,32,26,1,5,182.43256499999998,0,1
654,1,5802.83547,0,78,27,10,0,8,644.755653,1,2
655,2,5077.320916,0,73,26,84,0,3,525.6,3,1
656,2,12427.39371,15818,107,24,99,0,2,333.886816,4,1
657,1,10990.59477,44552,137,7,42,0,3,311.10358199999996,1,1
658,1,3435.25008,64348,86,25,18,0,1,212.391975,0,1
659,1,6624.61183,0,62,27,53,0,2,297.6,0,1
660,2,5757.442258,88997,72,9,71,0,3,174.041566,4,2
661,1,2691.568951,77411,67,30,63,0,1,257.900458,1,1
662,2,2886.451602,10312,78,10,63,0,1,486.27855700000003,3,0
663,2,5341.438779,0,72,4,11,1,7,345.6,3,1
664,2,4160.0180869999995,96263,103,5,5,0,1,1.924709,3,2
665,1,2846.24535,28919,72,18,11,0,1,518.4,1,1
666,1,4770.256564,0,68,2,28,1,4,326.4,1,1
667,1,5059.616223,41869,64,5,52,0,6,262.12205,0,1
668,0,9095.744565,0,128,5,76,0,8,921.6,3,1
669,2,2688.863963,32808,68,1,88,1,1,541.695658,3,2
670,1,8277.637562,79780,68,11,58,0,2,326.4,0,1
671,1,9057.935331,91025,112,26,37,0,9,327.682669,1,1
672,2,3801.750407,33043,95,15,90,0,1,456.0,3,1
673,0,9339.341599,69442,118,26,6,3,3,1265.5703019999999,3,2
674,1,2520.12318,0,70,18,47,0,1,63.043197,1,1
675,1,4984.0953420000005,0,70,25,48,0,9,336.0,1,2
676,1,2595.747991,47234,65,11,34,0,1,15.631363,0,1
677,2,7437.693334999999,86863,92,27,26,0,3,441.6,3,1
678,1,14536.78759,25805,66,25,0,2,2,375.86609100000004,0,1
679,1,5913.305869,43676,76,19,7,0,3,364.8,0,1
680,1,2771.663013,59855,74,30,82,4,1,355.2,1,1
681,0,29194.36639,35296,126,19,11,0,2,452.616872,4,1
682,2,9880.38582,36576,125,11,73,1,3,113.450122,4,1
683,2,15114.402409999999,28513,100,4,22,1,2,480.0,3,1
684,1,5759.91084,85448,72,16,76,0,3,16.03451,0,1
685,2,8495.164213,23791,110,11,71,3,7,615.27228,3,1
686,1,4381.184212,20597,112,31,46,0,1,615.256301,0,1
687,1,6997.827397,56940,87,11,10,0,9,512.66245,1,2
688,1,11430.58845,93210,71,35,62,0,2,74.523935,0,0
689,1,7482.486134999999,48992,94,30,0,1,7,426.072946,0,1
690,2,8596.916624,53736,71,2,20,0,2,169.287785,4,1
691,1,7854.960831,25378,66,22,32,1,2,419.464143,1,1
692,1,2582.408525,76731,64,2,68,0,1,201.455005,0,1
693,2,2275.3639670000002,0,64,11,85,0,1,662.69318,3,1
694,1,4118.588554,69379,103,14,79,0,1,494.4,0,1
695,2,12157.32992,57449,103,6,28,0,2,494.4,3,1
696,1,5152.819636,0,68,7,31,0,7,326.4,0,1
697,1,6512.976472,0,93,30,70,0,6,669.6,1,1
698,1,27789.69235,33806,89,32,59,0,2,395.729716,0,1
699,2,4191.966092000001,77048,103,20,41,0,1,141.199465,4,1
700,1,10928.40709,74965,90,20,93,0,2,58.557552,1,1
701,2,7615.381270999999,34095,63,5,99,0,2,302.4,3,1
702,1,2004.350666,0,66,16,35,4,1,316.8,1,2
703,1,2434.681155,96045,61,24,35,0,1,8.582971,1,0
704,1,14195.36028,86355,118,27,86,0,2,285.418473,0,0
705,2,9427.684903,27824,118,32,9,0,8,566.4,3,0
706,2,11982.42085,42995,101,10,22,0,2,410.50831600000004,3,1
707,2,3102.789546,21235,79,18,56,0,1,244.23135,3,1
708,2,4222.631209,74585,106,1,49,0,1,218.598065,3,1
709,1,4023.814439,41833,103,28,43,0,1,643.826716,0,1
710,1,5297.1518049999995,23908,70,18,57,0,4,336.0,1,1
711,1,21423.63723,0,65,9,31,0,2,312.0,0,1
712,1,4416.206243,61953,113,5,63,0,1,497.04729699999996,0,1
713,0,4639.035171,0,142,5,87,0,1,1022.4,0,1
714,1,4863.544585000001,0,137,25,45,0,1,657.6,0,2
715,1,25830.909819999997,73760,107,16,3,1,2,230.24577200000002,0,1
716,1,2974.314896,23333,74,8,43,0,1,5.622751,1,1
717,1,2064.458781,0,61,6,30,0,1,292.8,1,1
718,2,10064.60828,20440,128,11,54,2,9,614.4,3,1
719,2,5500.0125100000005,86073,136,3,32,0,1,333.5671,3,1
720,1,5489.214062,50943,139,18,14,0,1,667.2,1,1
721,1,2612.756658,19003,71,29,21,0,1,34.651305,0,1
722,1,8573.463947,46703,108,0,48,0,6,678.100487,1,2
723,1,24127.50402,14072,71,13,3,0,2,511.2,0,1
724,1,8550.386579,21733,73,17,37,0,2,525.6,1,1
725,1,2308.648034,20811,61,33,61,0,1,292.8,0,1
726,2,4254.620669,11904,61,34,11,2,3,292.8,3,2
727,1,8982.850376999999,43490,114,24,63,4,6,174.588413,1,1
728,2,7868.165983,57340,67,7,19,0,2,159.391681,3,1
729,1,7704.248723000001,49088,97,4,46,0,3,698.4,1,2
730,2,10552.16999,47761,131,2,54,0,6,232.711071,4,2
731,1,11681.37428,70930,99,2,21,0,2,190.43446,0,1
732,1,8737.837514,61281,110,7,16,0,7,79.865605,0,1
733,1,5454.890731,0,82,4,77,1,3,393.6,0,0
734,1,7705.283329000001,25290,66,0,4,0,2,382.08589700000005,0,1
735,2,7039.262387000001,24239,88,25,5,0,8,48.348319000000004,3,1
736,1,8838.085637,82664,114,24,10,3,9,133.425609,0,1
737,1,8733.527338,83210,110,0,25,0,3,528.0,0,0
738,1,9597.474777,38736,81,7,35,0,2,561.414794,0,2
739,1,4506.660224,0,66,0,10,0,9,316.8,1,1
740,1,17857.97233,55437,64,5,78,1,2,445.287788,1,1
741,1,4737.871725,0,130,0,93,0,1,23.820158,1,1
742,2,5426.136238,0,71,33,83,0,3,407.99683999999996,4,1
743,2,7998.143770999999,29066,100,13,51,0,3,844.229478,3,1
744,1,2897.620704,54337,72,27,7,0,1,345.6,0,1
745,2,11599.502190000001,67616,96,25,17,0,2,340.306584,3,1
746,1,15147.93055,41082,63,23,94,0,2,106.647493,0,1
747,2,5435.767832,0,73,12,71,0,4,626.116259,3,2
748,2,2725.356404,36650,69,2,70,1,1,56.60333000000001,4,0
749,0,13297.71225,50631,112,19,12,4,2,784.6578099999999,1,1
750,1,9927.049694,19592,92,31,63,0,2,441.6,1,1
751,0,17771.54902,0,114,30,1,0,2,547.2,3,1
752,1,18269.27017,55761,115,22,73,0,2,86.27772,1,1
753,1,2722.210707,17576,71,29,70,0,1,398.502948,1,1
754,1,7083.212356999999,41449,89,15,45,0,5,63.516572,0,1
755,0,10179.717040000001,14290,271,20,40,0,1,1300.8,0,1
756,1,5889.5090979999995,62007,73,4,7,0,3,120.01560900000001,1,1
757,0,15771.393419999999,21921,206,14,44,0,3,1254.137899,3,0
758,1,5288.173294,42621,66,8,3,0,3,316.8,0,1
759,0,27580.55396,0,87,16,41,1,2,417.6,1,0
760,0,7778.532347,63786,196,30,81,0,1,798.0026889999999,3,1
761,2,7341.861257,0,104,1,48,3,7,82.041684,3,1
762,2,7919.197048,82877,99,8,89,1,3,22.819088,3,1
763,1,2163.870179,0,63,0,75,0,1,302.4,1,1
764,2,9787.808819,10475,88,13,81,1,2,422.4,3,2
765,2,5207.640754,21952,66,20,31,0,6,316.8,3,2
766,0,21147.277159999998,49721,132,18,49,0,2,639.9713879999999,0,0
767,1,12280.766609999999,88340,102,16,1,0,2,489.6,1,1
768,1,2441.394244,0,65,7,28,0,1,312.0,1,1
769,1,6535.560574,0,65,14,62,0,2,468.0,0,1
770,1,9206.598256000001,24589,82,33,39,0,2,511.497882,1,1
771,1,4118.588554,69379,103,14,79,0,1,494.4,0,1
772,1,4838.208971999999,73769,61,24,95,2,3,239.540223,0,1
773,1,4625.548097999999,66670,114,23,6,0,1,518.1803639999999,1,1
774,1,14042.103000000001,88854,118,6,50,0,2,715.252366,0,1
775,0,7546.613549,31266,193,6,79,0,1,926.4,0,0
776,2,2514.59196,43860,65,15,58,0,1,156.124914,3,1
777,1,5170.358435,89284,133,4,62,2,1,402.070719,0,1
778,1,13917.37715,67267,89,31,10,0,2,94.814032,1,1
779,2,11318.13083,79270,95,28,61,3,2,456.0,3,1
780,1,4276.363627000001,36692,109,1,6,1,1,523.2,0,1
781,2,4322.240343,0,119,0,37,0,1,571.2,3,1
782,1,8002.308333,0,107,3,65,0,3,513.6,1,1
783,1,3885.456401,0,105,3,92,0,1,504.0,1,0
784,0,4471.778239,0,135,8,14,0,1,972.0,1,1
785,2,8496.352846,44624,71,10,79,1,2,73.883044,3,1
786,1,22500.88348,0,71,1,23,0,2,340.8,1,1
787,2,16301.9676,19614,85,21,32,0,2,574.024018,4,1
788,1,2319.7359079999997,0,64,31,53,0,1,632.715382,1,1
789,1,8717.049833,83846,74,22,94,3,2,355.2,1,0
790,1,2860.1117449999997,51159,72,4,61,0,1,4.238626,1,1
791,1,2453.408288,83772,62,13,76,0,1,42.248087,1,0
792,0,5989.773931000001,66839,154,33,24,0,1,739.2,1,1
793,1,24980.22553,88440,70,19,30,0,2,27.145151000000002,1,1
794,2,7482.639506,25666,63,7,30,2,2,270.002766,4,1
795,2,2457.576007,52926,61,2,92,0,1,292.8,3,1
796,1,2379.741171,0,67,16,90,0,1,494.946438,0,1
797,1,8286.964420999999,40001,70,26,7,0,2,142.56700800000002,0,1
798,1,2393.9153690000003,0,70,24,10,0,1,425.266308,1,1
799,1,4657.159469,18024,65,13,1,0,3,312.0,1,1
800,1,13197.92893,0,68,19,2,3,2,326.4,1,0
801,1,2803.9167260000004,23220,74,3,73,0,1,251.33424700000003,0,1
802,2,8646.504109,64125,108,3,44,0,3,369.818708,3,0
803,1,7425.870642,58042,62,14,88,0,2,161.419528,1,1
804,2,4528.737362,90034,112,5,86,0,1,537.6,3,1
805,2,2227.072755,27972,61,7,38,0,1,292.8,3,1
806,2,7292.9487579999995,0,65,6,45,0,2,312.0,3,1
807,1,3184.355246,50989,80,3,11,0,1,255.999709,0,1
808,1,11315.20373,11885,101,18,39,0,2,484.8,0,1
809,1,2530.705137,89451,63,11,2,0,1,61.769564,0,1
810,0,18361.55525,0,182,3,56,0,2,1310.4,0,1
811,1,8641.530036,78904,109,10,38,0,9,250.00142400000001,0,0
812,2,3278.53188,70247,83,13,19,1,1,141.799422,2,1
813,2,5271.982115999999,32653,67,4,25,0,9,321.6,3,0
814,2,3763.637743,93595,97,15,30,4,1,49.797016,3,1
815,2,13955.569609999999,90279,115,7,64,0,2,372.175592,4,1
816,1,5001.527484,0,72,3,56,0,3,542.14385,1,2
817,0,7082.830426,53310,189,26,33,3,1,1360.8,0,1
818,1,7619.482766,0,105,5,42,0,5,504.0,1,1
819,0,12550.88198,22234,160,0,92,0,3,768.0,0,1
820,2,32196.60037,91375,99,22,89,0,2,72.63293399999999,3,1
821,2,6793.77405,22250,86,10,36,0,3,720.601429,3,1
822,1,5272.319663,0,80,9,69,0,7,576.0,0,1
823,2,6265.343299,0,84,18,25,1,4,481.02578600000004,2,1
824,2,8547.586142,51179,71,10,25,0,2,466.17673099999996,3,2
825,1,2787.423683,38667,72,8,67,0,1,159.266473,0,1
826,2,4626.801093,79487,114,20,87,0,1,547.2,4,1
827,2,8663.363959,67763,107,28,10,2,9,41.283167,2,1
828,2,3872.222217,0,62,8,81,2,6,503.808329,3,1
829,1,5170.811494,0,71,5,20,0,5,859.5994109999999,1,2
830,2,8960.280213,71943,112,8,51,0,4,305.653785,4,1
831,1,5471.83429,53526,68,27,69,0,4,278.902846,1,1
832,0,34931.001710000004,35005,295,14,46,0,2,1416.0,1,2
833,1,2620.392335,24721,67,3,76,0,1,139.963594,1,1
834,0,19069.49954,0,102,29,72,2,2,734.4,1,1
835,2,5757.442258,88997,72,9,71,0,3,174.041566,4,2
836,0,40224.013589999995,48587,111,7,14,0,2,532.8,4,1
837,2,2701.488341,76310,67,1,33,0,1,321.6,3,1
838,1,3712.430479,73205,92,9,18,0,1,37.299865000000004,0,1
839,1,21850.84002,51056,78,27,86,0,2,95.81651600000001,1,0
840,0,7840.1657780000005,58414,210,7,24,2,1,1008.0,1,2
841,1,8237.037945,23940,107,13,34,0,7,513.6,0,2
842,2,2243.473907,0,62,26,18,0,1,446.4,3,1
843,1,8434.464067,44216,71,24,36,0,2,72.205362,0,0
844,2,2227.072755,27972,61,7,38,0,1,292.8,3,1
845,2,5170.025981000001,0,69,27,48,0,9,331.2,3,2
846,2,2641.446062,29305,66,1,38,0,1,475.2,4,2
847,1,2790.682957,53882,69,14,33,0,1,331.2,1,1
848,1,2745.129849,91757,69,29,58,1,1,331.2,1,1
849,1,7579.532717,33906,64,25,49,0,2,401.592109,0,2
850,1,10978.780279999999,68158,139,28,87,1,4,253.183568,0,1
851,0,8255.060054000001,0,134,24,86,3,5,643.2,1,1
852,1,4747.734642,42165,123,22,66,0,1,799.673766,1,0
853,1,3540.90425,0,101,24,11,0,1,727.2,1,1
